Type,Days_for_shipping_real,Days_for_shipment_scheduled,Benefit_per_order,Sales_per_customer,Delivery_Status,Late_delivery_risk,Category_Id,Category_Name,Customer_City,Customer_Country,Customer_Fname,Customer_Id,Customer_Lname,Customer_Password,Customer_Segment,Customer_State,Customer_Street,Customer_Zipcode,Department_Id,Department_Name,Latitude,Longitude,Market,Order_City,Order_Country,Order_Customer_Id,order_date_DateOrders,Order_Id,Order_Item_Cardprod_Id,Order_Item_Discount,Order_Item_Discount_Rate,Order_Item_Id,Order_Item_Product_Price,Order_Item_Profit_Ratio,Order_Item_Quantity,Sales,Order_Item_Total,Order_Profit_Per_Order,Order_Region,Order_State,Order_Status,Order_Zipcode,Product_Card_Id,Product_Category_Id,Product_Description,Product_Image,Product_Name,Product_Price,Product_Status,shipping_date_DateOrders,Shipping_Mode
DEBIT,6,4,-10.329999923706055,163.99000549316406,Late delivery,1,48,Water Sports,Brooklyn,EE. UU.,Rose,4386,Foster,XXXXXXXXX,Consumer,NY,2636 Indian Expressway,11212,7,Fan Shop,40.660800933837891,-73.920074,Africa,Hurghada,Egipto,4386,2016-08-25 19:07:00.0000000,41295,1073,36,0.18000000715255737,103086,199.99000549316406,-5.9999998658895493E-2,1,199.99000549316406,163.99000549316406,-10.329999923706055,North Africa,Al Bahr al Ahmar,ON_HOLD,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-08-31 19:07:00.0000000,Standard Class
TRANSFER,6,2,59.470001220703125,189.99000549316406,Late delivery,1,48,Water Sports,Norwalk,EE. UU.,Carol,6731,Smith,XXXXXXXXX,Corporate,CA,1304 Clear Field,90650,7,Fan Shop,33.902023315429688,-118.07915,USCA,Grand Rapids,Estados Unidos,6731,2016-08-25 13:52:00.0000000,41280,1073,10,0.05000000074505806,103039,199.99000549316406,0.31000000238418579,1,199.99000549316406,189.99000549316406,59.470001220703125,US Center ,Michigan,PROCESSING,49505,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-08-31 13:52:00.0000000,Second Class
TRANSFER,2,1,105.77999877929688,406.83999633789063,Late delivery,1,62,Cameras ,Kaneohe,EE. UU.,Selma,13014,Goff,XXXXXXXXX,Corporate,HI,1596 Rocky Run ,96744,10,Technology,21.415550231933594,-157.80389,Europe,Le Cannet,Francia,13014,2017-10-10 22:55:00.0000000,69461,1349,45.200000762939453,0.10000000149011612,172776,452.04000854492188,0.25999999046325684,1,452.04000854492188,406.83999633789063,105.77999877929688,Western Europe,Provenza-Alpes-Costa Azul,PROCESSING,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.04000854492188,0,2017-10-12 22:55:00.0000000,First Class
CASH,2,4,33.599998474121094,124.44999694824219,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Christine,10156,Smith,XXXXXXXXX,Corporate,PR,1159 Silver Robin Falls,725,7,Fan Shop,18.230852127075195,-66.370567,Europe,Menton,Francia,10156,2017-07-26 12:52:00.0000000,64226,1014,25.489999771118164,0.17000000178813934,160577,49.979999542236328,0.27000001072883606,3,149.94000244140625,124.44999694824219,33.599998474121094,Western Europe,Provenza-Alpes-Costa Azul,CLOSED,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.979999542236328,0,2017-07-28 12:52:00.0000000,Standard Class
TRANSFER,2,4,2.3499999046325684,195.99000549316406,Advance shipping,0,48,Water Sports,Bronx,EE. UU.,Mary,11011,Mullins,XXXXXXXXX,Consumer,NY,3193 Gentle Circuit,10457,7,Fan Shop,40.871429443359375,-73.870636,Europe,Kashira,Rusia,11011,2016-11-06 22:42:00.0000000,46306,1073,4,1.9999999552965164E-2,115748,199.99000549316406,9.9999997764825821E-3,1,199.99000549316406,195.99000549316406,2.3499999046325684,Eastern Europe,Moscú,PROCESSING,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-11-08 22:42:00.0000000,Standard Class
DEBIT,3,4,65.339996337890625,179.99000549316406,Advance shipping,0,48,Water Sports,Seattle,EE. UU.,Mary,7499,Powell,XXXXXXXXX,Consumer,WA,325 Bright Centre,98115,7,Fan Shop,47.678699493408203,-122.32176,Europe,Timisoara,Rumania,7499,2016-11-02 01:41:00.0000000,45972,1073,20,0.10000000149011612,114888,199.99000549316406,0.36000001430511475,1,199.99000549316406,179.99000549316406,65.339996337890625,Eastern Europe,Timis,COMPLETE,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-11-05 01:41:00.0000000,Standard Class
TRANSFER,2,2,56.25,149.99000549316406,Shipping on time,0,48,Water Sports,Caguas,Puerto Rico,Mary,2551,Gordon,XXXXXXXXX,Consumer,PR,9595 Iron Orchard,725,7,Fan Shop,18.24090576171875,-66.370567,Pacific Asia,Haifa,Israel,2551,2016-11-01 13:04:00.0000000,45936,1073,50,0.25,114800,199.99000549316406,0.37999999523162842,1,199.99000549316406,149.99000549316406,56.25,West Asia,Haifa,PROCESSING,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-11-03 13:04:00.0000000,Second Class
DEBIT,1,0,91.139999389648438,185.99000549316406,Late delivery,1,48,Water Sports,San Francisco,EE. UU.,Mary,7721,Jenkins,XXXXXXXXX,Consumer,CA,3884 Golden Landing,94122,7,Fan Shop,37.761756896972656,-122.47135,USCA,Dallas,Estados Unidos,7721,2016-08-17 12:07:00.0000000,40727,1073,14,7.0000000298023224E-2,101607,199.99000549316406,0.49000000953674316,1,199.99000549316406,185.99000549316406,91.139999389648438,US Center ,Texas,COMPLETE,75081,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-08-18 00:07:00.0000000,Same Day
CASH,4,4,70,199.99000549316406,Shipping on time,0,48,Water Sports,Opelousas,EE. UU.,Rose,11272,Jones,XXXXXXXXX,Consumer,LA,3503 Fallen Sky Heath,70570,7,Fan Shop,30.671464920043945,-92.218964,USCA,Anaheim,Estados Unidos,11272,2016-07-13 18:39:00.0000000,38348,1073,0,0,95708,199.99000549316406,0.34999999403953552,1,199.99000549316406,199.99000549316406,70,West of USA ,California,CLOSED,92804,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-07-17 18:39:00.0000000,Standard Class
DEBIT,6,2,133.89999389648438,278.95001220703125,Late delivery,1,17,Cleats,Porterville,EE. UU.,Lisa,7893,Smith,XXXXXXXXX,Consumer,CA,4839 Red Apple Arbor,93257,4,Apparel,36.069553375244141,-119.01768,Pacific Asia,Nanyang,China,7893,2015-11-03 07:37:00.0000000,20985,365,21,7.0000000298023224E-2,52449,59.990001678466797,0.47999998927116394,5,299.95001220703125,278.95001220703125,133.89999389648438,Eastern Asia,Henan,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.990001678466797,0,2015-11-09 07:37:00.0000000,Second Class
PAYMENT,3,2,65.519996643066406,181.99000549316406,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Mary,11776,Smith,XXXXXXXXX,Home Office,PR,7962 Thunder Zephyr Bend,725,7,Fan Shop,18.207719802856445,-66.370605,USCA,Houston,Estados Unidos,11776,2016-07-06 18:08:00.0000000,37867,1073,18,9.0000003576278687E-2,94510,199.99000549316406,0.36000001430511475,1,199.99000549316406,181.99000549316406,65.519996643066406,US Center ,Texas,PENDING_PAYMENT,77095,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-07-09 18:08:00.0000000,Second Class
CASH,0,0,-115.98999786376953,159.99000549316406,Shipping on time,0,48,Water Sports,Houston,EE. UU.,Mary,2321,Patel,XXXXXXXXX,Consumer,TX,186 Iron Pond Byway,77084,7,Fan Shop,29.823467254638672,-95.058327,USCA,Seattle,Estados Unidos,2321,2016-07-06 08:20:00.0000000,37839,1073,40,0.20000000298023224,94429,199.99000549316406,-0.73000001907348633,1,199.99000549316406,159.99000549316406,-115.98999786376953,West of USA ,Washington,CLOSED,98103,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-07-06 20:20:00.0000000,Same Day
TRANSFER,3,4,78.279998779296875,200.71000671386719,Advance shipping,0,76,Women's Clothing,Los Angeles,EE. UU.,Belle,17500,Schultz,XXXXXXXXX,Corporate,CA,5259 Pleasant Goose Orchard,90037,4,Apparel,34.003097534179688,-118.28711,Pacific Asia,Lahore,Pakistán,17500,2017-12-15 10:34:00.0000000,73947,1363,15.109999656677246,7.0000000298023224E-2,177262,215.82000732421875,0.38999998569488525,1,215.82000732421875,200.71000671386719,78.279998779296875,South Asia,Punyab,PENDING,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.82000732421875,0,2017-12-18 10:34:00.0000000,Standard Class
DEBIT,2,4,132.99000549316406,379.98001098632813,Advance shipping,0,45,Fishing,Jersey City,EE. UU.,Roy,1792,Rodriguez,XXXXXXXXX,Consumer,NJ,9959 Hidden Trace,7305,7,Fan Shop,40.706020355224609,-74.086853,Europe,Hanover,Alemania,1792,2015-06-14 00:07:00.0000000,11236,1004,20,0.05000000074505806,28086,399.98001098632813,0.34999999403953552,1,399.98001098632813,379.98001098632813,132.99000549316406,Western Europe,Baja Sajonia,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.98001098632813,0,2015-06-16 00:07:00.0000000,Standard Class
DEBIT,5,4,27.690000534057617,129.99000549316406,Late delivery,1,18,Men's Footwear,College Station,EE. UU.,Mary,9666,Collins,XXXXXXXXX,Consumer,TX,786 Lost Horse Plaza,77840,4,Apparel,30.626255035400391,-96.344887,Europe,Sarajevo,Bosnia y Herzegovina,9666,2016-10-14 13:27:00.0000000,44704,403,0,0,111637,129.99000549316406,0.20999999344348907,1,129.99000549316406,129.99000549316406,27.690000534057617,Southern Europe,Federación de Bosnia y Herzegovina,ON_HOLD,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.99000549316406,0,2016-10-19 13:27:00.0000000,Standard Class
DEBIT,2,4,6.5199999809265137,52.189998626708984,Advance shipping,0,17,Cleats,Philadelphia,EE. UU.,Arthur,11330,Johnson,XXXXXXXXX,Consumer,PA,5443 Old Timber Expressway,19143,4,Apparel,39.946628570556641,-75.218224,Africa,Niamey,Níger,11330,2016-09-05 09:28:00.0000000,42021,365,7.8000001907348633,0.12999999523162842,104892,59.990001678466797,0.12999999523162842,1,59.990001678466797,52.189998626708984,6.5199999809265137,West Africa,Niamey,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.990001678466797,0,2016-09-07 09:28:00.0000000,Standard Class
DEBIT,6,4,53.040000915527344,110.48999786376953,Late delivery,1,18,Men's Footwear,Tempe,EE. UU.,Mary,10195,Tran,XXXXXXXXX,Consumer,AZ,3983 Wishing Path,85283,4,Apparel,33.357387542724609,-111.95518,Africa,Kikwit,República Democrática del Congo,10195,2016-09-18 03:40:00.0000000,42895,403,19.5,0.15000000596046448,107133,129.99000549316406,0.47999998927116394,1,129.99000549316406,110.48999786376953,53.040000915527344,Central Africa,Bandundu,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.99000549316406,0,2016-09-24 03:40:00.0000000,Standard Class
PAYMENT,5,4,-73.800003051757813,163.99000549316406,Late delivery,1,48,Water Sports,Los Angeles,EE. UU.,Terry,8759,Hodges,XXXXXXXXX,Corporate,CA,7565 Stony Sky Townline,90057,7,Fan Shop,34.061080932617188,-118.27747,USCA,Columbia,Estados Unidos,8759,2016-07-01 23:14:00.0000000,37539,1073,36,0.18000000715255737,93689,199.99000549316406,-0.44999998807907104,1,199.99000549316406,163.99000549316406,-73.800003051757813,South of  USA ,Tennessee,PAYMENT_REVIEW,38401,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-07-06 23:14:00.0000000,Standard Class
TRANSFER,2,4,19.280000686645508,39.349998474121094,Advance shipping,0,75,Video Games,Fort Lauderdale,EE. UU.,Ivy,17064,Nelson,XXXXXXXXX,Corporate,FL,5074 Grand Rabbit Promenade,33313,9,Discs Shop,26.151281356811523,-80.210175,Pacific Asia,Seúl,Corea del Sur,17064,2017-12-09 01:49:00.0000000,73511,1362,0.40000000596046448,9.9999997764825821E-3,176826,39.75,0.49000000953674316,1,39.75,39.349998474121094,19.280000686645508,Eastern Asia,Seúl,PENDING,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,2017-12-11 01:49:00.0000000,Standard Class
DEBIT,6,4,37.759998321533203,107.88999938964844,Late delivery,1,18,Men's Footwear,Joliet,EE. UU.,Mary,6568,Wilson,XXXXXXXXX,Consumer,IL,7489 Silent Beach,60435,4,Apparel,41.529399871826172,-88.137604,Europe,Cologne,Alemania,6568,2015-09-18 08:02:00.0000000,17835,403,22.100000381469727,0.17000000178813934,44563,129.99000549316406,0.34999999403953552,1,129.99000549316406,107.88999938964844,37.759998321533203,Western Europe,Renania del Norte-Westfalia,ON_HOLD,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.99000549316406,0,2015-09-24 08:02:00.0000000,Standard Class
TRANSFER,2,4,19.120000839233398,254.97999572753906,Advance shipping,0,43,Camping & Hiking,Murfreesboro,EE. UU.,Mary,10226,Smith,XXXXXXXXX,Corporate,TN,2591 Velvet Log Cape,37130,7,Fan Shop,35.802520751953125,-86.363586,Pacific Asia,Kuantan,Malasia,10226,2015-10-26 00:17:00.0000000,20416,957,45,0.15000000596046448,50970,299.98001098632813,7.9999998211860657E-2,1,299.98001098632813,254.97999572753906,19.120000839233398,Southeast Asia,Pahang,PROCESSING,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.98001098632813,0,2015-10-28 00:17:00.0000000,Standard Class
TRANSFER,5,4,24.899999618530273,331.98001098632813,Late delivery,1,45,Fishing,Brooklyn,EE. UU.,Mary,4756,Stanley,XXXXXXXXX,Corporate,NY,9776 Emerald End,11229,7,Fan Shop,40.602378845214844,-73.954971,Pacific Asia,Mysore,India,4756,2015-11-28 15:07:00.0000000,22719,1004,68,0.17000000178813934,56861,399.98001098632813,7.9999998211860657E-2,1,399.98001098632813,331.98001098632813,24.899999618530273,South Asia,Karnataka,PROCESSING,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.98001098632813,0,2015-12-03 15:07:00.0000000,Standard Class
DEBIT,2,2,45.240001678466797,173.99000549316406,Shipping on time,0,48,Water Sports,Caguas,Puerto Rico,Stephanie,2549,Smith,XXXXXXXXX,Consumer,PR,7168 Amber Row,725,7,Fan Shop,18.203033447265625,-66.37056,USCA,Chicago,Estados Unidos,2549,2016-06-15 05:02:00.0000000,36391,1073,26,0.12999999523162842,90854,199.99000549316406,0.25999999046325684,1,199.99000549316406,173.99000549316406,45.240001678466797,US Center ,Illinois,COMPLETE,60610,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-06-17 05:02:00.0000000,Second Class
DEBIT,6,4,67.510002136230469,185.99000549316406,Late delivery,1,48,Water Sports,New Orleans,EE. UU.,Bobby,9273,Smith,XXXXXXXXX,Home Office,LA,7291 Middle Elk Abbey,70117,7,Fan Shop,29.967742919921875,-90.034943,USCA,New York City,Estados Unidos,9273,2016-05-07 19:16:00.0000000,33760,1073,14,7.0000000298023224E-2,84245,199.99000549316406,0.36000001430511475,1,199.99000549316406,185.99000549316406,67.510002136230469,East of USA,Nueva York,COMPLETE,10009,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-05-13 19:16:00.0000000,Standard Class
TRANSFER,1,0,42.639999389648438,163.99000549316406,Shipping canceled,0,48,Water Sports,Beaverton,EE. UU.,Thomas,7110,Farley,XXXXXXXXX,Consumer,OR,593 Silent Dale Pointe,97007,7,Fan Shop,45.483230590820313,-122.84695,USCA,New York City,Estados Unidos,7110,2016-06-09 20:06:00.0000000,36023,1073,36,0.18000000715255737,89935,199.99000549316406,0.25999999046325684,1,199.99000549316406,163.99000549316406,42.639999389648438,East of USA,Nueva York,SUSPECTED_FRAUD,10009,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-06-10 08:06:00.0000000,Same Day
DEBIT,5,4,59.869998931884766,127.38999938964844,Late delivery,1,18,Men's Footwear,Milford,EE. UU.,Nancy,1035,Blair,XXXXXXXXX,Consumer,CT,415 Golden Meadow,6460,4,Apparel,41.188701629638672,-73.094734,LATAM,Villa Canales,Guatemala,1035,2015-05-21 02:36:00.0000000,9599,403,2.5999999046325684,1.9999999552965164E-2,23983,129.99000549316406,0.4699999988079071,1,129.99000549316406,127.38999938964844,59.869998931884766,Central America,Guatemala,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.99000549316406,0,2015-05-26 02:36:00.0000000,Standard Class
DEBIT,3,4,44.590000152587891,127.38999938964844,Advance shipping,0,18,Men's Footwear,New York,EE. UU.,Tyler,827,Smith,XXXXXXXXX,Consumer,NY,5505 Grand Cloud Farm,10031,4,Apparel,40.790771484375,-74.008522,LATAM,Teresina,Brasil,827,2017-03-18 04:39:00.0000000,55297,403,2.5999999046325684,1.9999999552965164E-2,138288,129.99000549316406,0.34999999403953552,1,129.99000549316406,127.38999938964844,44.590000152587891,South America,Piauí,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.99000549316406,0,2017-03-21 04:39:00.0000000,Standard Class
DEBIT,3,4,64.220001220703125,189.99000549316406,Advance shipping,0,48,Water Sports,Houston,EE. UU.,Mary,5449,Smith,XXXXXXXXX,Home Office,TX,8732 Harvest Dale Boulevard,77055,7,Fan Shop,29.802129745483398,-95.483879,Pacific Asia,Auckland,Nueva Zelanda,5449,2016-03-22 13:23:00.0000000,30592,1073,10,0.05000000074505806,76465,199.99000549316406,0.34000000357627869,1,199.99000549316406,189.99000549316406,64.220001220703125,Oceania,Auckland,COMPLETE,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-03-25 13:23:00.0000000,Standard Class
TRANSFER,6,4,-12.470000267028809,197.99000549316406,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Mary,10888,Cline,XXXXXXXXX,Consumer,PR,8172 Easy River Farms,725,7,Fan Shop,18.279207229614258,-66.370506,USCA,Springfield,Estados Unidos,10888,2016-04-29 15:05:00.0000000,33200,1073,2,9.9999997764825821E-3,82983,199.99000549316406,-5.9999998658895493E-2,1,199.99000549316406,197.99000549316406,-12.470000267028809,West of USA ,Oregón,PROCESSING,97477,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-05-05 15:05:00.0000000,Standard Class
PAYMENT,5,4,75.599998474121094,179.99000549316406,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Mary,8370,Smith,XXXXXXXXX,Corporate,PR,7475 Green Butterfly Way,725,7,Fan Shop,18.216682434082031,-66.370583,Pacific Asia,Griffith,Australia,8370,2016-03-16 05:41:00.0000000,30159,1073,20,0.10000000149011612,75384,199.99000549316406,0.41999998688697815,1,199.99000549316406,179.99000549316406,75.599998474121094,Oceania,Nueva Gales del Sur,PENDING_PAYMENT,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-03-21 05:41:00.0000000,Standard Class
PAYMENT,6,4,4.3499999046325684,173.99000549316406,Late delivery,1,48,Water Sports,Detroit,EE. UU.,Maria,7106,Turner,XXXXXXXXX,Home Office,MI,4498 Velvet Treasure Link,48234,7,Fan Shop,42.434974670410156,-83.022308,USCA,Bakersfield,Estados Unidos,7106,2016-05-29 06:17:00.0000000,35230,1073,26,0.12999999523162842,87985,199.99000549316406,2.9999999329447746E-2,1,199.99000549316406,173.99000549316406,4.3499999046325684,West of USA ,California,PENDING_PAYMENT,93309,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-06-04 06:17:00.0000000,Standard Class
DEBIT,5,4,-151.86000061035156,197.99000549316406,Late delivery,1,48,Water Sports,Los Angeles,EE. UU.,Joyce,5775,Garcia,XXXXXXXXX,Home Office,CA,4868 Tawny Park,90004,7,Fan Shop,34.075588226318359,-118.29971,USCA,Roswell,Estados Unidos,5775,2016-05-28 14:10:00.0000000,35184,1073,2,9.9999997764825821E-3,87882,199.99000549316406,-0.76999998092651367,1,199.99000549316406,197.99000549316406,-151.86000061035156,South of  USA ,Georgia,COMPLETE,30076,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-06-02 14:10:00.0000000,Standard Class
DEBIT,2,1,5.4000000953674316,179.99000549316406,Late delivery,1,48,Water Sports,Middletown,EE. UU.,Donald,7208,Smith,XXXXXXXXX,Consumer,CT,1870 Stony Prairie Bend,6457,7,Fan Shop,41.412494659423828,-72.76078,USCA,Quincy,Estados Unidos,7208,2016-05-28 01:33:00.0000000,35148,1073,20,0.10000000149011612,87786,199.99000549316406,2.9999999329447746E-2,1,199.99000549316406,179.99000549316406,5.4000000953674316,East of USA,Massachusetts,COMPLETE,2169,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.99000549316406,0,2016-05-30 01:33:00.0000000,First Class
TRANSFER,5,4,125.98999786376953,299.98001098632813,Late delivery,1,43,Camping & Hiking,Cleveland,EE. UU.,Anna,10612,Smith,XXXXXXXXX,Corporate,OH,6330 Amber Grounds,44118,7,Fan Shop,41.239284515380859,-81.498444,LATAM,Huehuetenango,Guatemala,10612,2015-01-29 03:27:00.0000000,1929,957,0,0,4827,299.98001098632813,0.41999998688697815,1,299.98001098632813,299.98001098632813,125.98999786376953,Central America,Huehuetenango,PROCESSING,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.98001098632813,0,2015-02-03 03:27:00.0000000,Standard Class
TRANSFER,5,2,-90.839996337890625,293.97000122070313,Late delivery,1,9,Cardio Equipment,Phoenix,EE. UU.,Philip,1183,King,XXXXXXXXX,Corporate,AZ,7291 Shady Nectar Cape,85029,3,Footwear,33.589874267578125,-112.11637,LATAM,Cancún,México,1183,2015-02-19 03:57:00.0000000,3369,191,6,1.9999999552965164E-2,8363,99.989997863769531,-0.31000000238418579,3,299.97000122070313,293.97000122070313,-90.839996337890625,Central America,Quintana Roo,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.989997863769531,0,2015-02-24 03:57:00.0000000,Second Class
TRANSFER,4,2,13.359999656677246,178.16999816894531,Late delivery,1,17,Cleats,New York,EE. UU.,Mary,6071,Wu,XXXXXXXXX,Corporate,NY,3810 Honey Swale,10031,4,Apparel,40.824760437011719,-73.949921,LATAM,Panama City,Panamá,6071,2017-04-24 12:07:00.0000000,57853,365,1.7999999523162842,9.9999997764825821E-3,144753,59.990001678466797,7.9999998211860657E-2,3,179.97000122070313,178.16999816894531,13.359999656677246,Central America,Panamá,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.990001678466797,0,2017-04-28 12:07:00.0000000,Second Class
PAYMENT,4,4,14.270000457763672,49.189998626708984,Shipping on time,0,17,Cleats,Wilkes Barre,EE. UU.,Ashley,926,Browning,XXXXXXXXX,Consumer,PA,9117 Rustic Beach,18702,4,Apparel,41.353122711181641,-75.85498,LATAM,Sinop,Brasil,926,2015-04-22 18:35:00.0000000,7658,365,10.800000190734863,0.18000000715255737,19168,59.990001678466797,0.28999999165534973,1,59.990001678466797,49.189998626708984,14.270000457763672,South America,Mato Grosso,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.990001678466797,0,2015-04-26 18:35:00.0000000,Standard Class
PAYMENT,4,4,32.240001678466797,103.98999786376953,Shipping on time,0,18,Men's Footwear,Tucson,EE. UU.,Mary,2149,Smith,XXXXXXXXX,Consumer,AZ,287 Round Thicket,85746,4,Apparel,32.150840759277344,-111.00301,LATAM,Irapuato,México,2149,2017-02-28 09:34:00.0000000,54078,403,26,0.20000000298023224,135221,129.99000549316406,0.31000000238418579,1,129.99000549316406,103.98999786376953,32.240001678466797,Central America,Guanajuato,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.99000549316406,0,2017-03-04 09:34:00.0000000,Standard Class
TRANSFER,6,4,-168,387.98001098632813,Late delivery,1,45,Fishing,Fort Washington,EE. UU.,Phillip,4691,Petty,XXXXXXXXX,Corporate,MD,6953 Lazy Beacon Circuit,20744,7,Fan Shop,38.742664337158203,-76.991798,Europe,Berlín,Alemania,4691,2015-08-18 14:34:00.0000000,15730,1004,12,2.9999999329447746E-2,39331,399.98001098632813,-0.43000000715255737,1,399.98001098632813,387.98001098632813,-168,Western Europe,Berlín,PENDING,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.98001098632813,0,2015-08-24 14:34:00.0000000,Standard Class
DEBIT,3,4,-32.369998931884766,107.88999938964844,Advance shipping,0,18,Men's Footwear,Douglasville,EE. UU.,Michelle,3724,Webb,XXXXXXXXX,Consumer,GA,7592 Bright Ledge,30135,4,Apparel,33.598964691162109,-84.838898,LATAM,San Miguelito,Panamá,3724,2015-03-03 21:48:00.0000000,4242,403,22.100000381469727,0.17000000178813934,10613,129.99000549316406,-0.30000001192092896,1,129.99000549316406,107.88999938964844,-32.369998931884766,Central America,Panamá,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.99000549316406,0,2015-03-06 21:48:00.0000000,Standard Class
